instituciones,titulos,autores,contribuidores,resumenes,grados,niveles,años,diciplinas,level
Universidad Nacional del Altiplano,Degradación del fenol en aguas residuales de baños químicos portátiles del sector construcción mediante Pseudomonas aeruginosa,"Supo Quispe, Luis Alberto","Tello Palma, Edith","Las aguas residuales de baños portátiles son consideradas aguas residuales industriales debido a la alta carga contaminante, entre los principales y más tóxicos se encuentran los compuestos fenólicos que hacen que sea necesario y obligatorio el tratamiento adecuado antes de verterlo en los sistemas de alcantarillado. La investigación fue realizada en la empresa Concretos Supermix S.A. Tuvo como objetivo, evaluar la degradación del fenol de aguas residuales de baños químicos portátiles mediante Pseudomonas aeruginosa. Se obtuvieron las cepas microbianas a partir de muestras de aguas residuales provenientes de baños químicos portátiles, el crecimiento de bacterias se realizó en medios de cultivos generales y selectivos. La inmovilización se realizó por atrapamiento de bacterias, en una matriz de alginato de calcio. La adaptación fue de forma gradual con incrementos de dosificación de fenol en concentraciones de 7 a 1400 mg/L, en medio mineral (20%) con 10% de cultivo de cepas, en un periodo de 72 a 168 h, se emplearon 310 perlas de Pseudomonas aeruginosa inmovilizadas, con tiempos de contacto de 168 h para concentraciones iniciales de 368 mg/L de fenol, obteniendo como concentración final de 91.4 mg/L (porcentaje de remoción de 75.2%) y para las 3 muestras de 5 mg/L de fenol, se emplearon 125 perlas, con tiempos de contacto de 96 h, obteniendo como concentración final 0.34; 0.18 y 0.21 mg/L (porcentaje de remoción de 93.2; 96.4; 95.8%). Se concluye que Pseudomonas aeruginosa inmovilizada tiene capacidad para degradar fenol.","Doctor en Ciencia, Tecnología y Medio Ambiente",Doctorado,2020,"Ciencia, Tecnología y Medio Ambiente",posgrado
Universidad Nacional del Altiplano,"Medición de la eficiencia técnica de las escuelas profesionales de la Universidad Nacional del Altiplano: una aplicación del Análisis Envolvente de Datos (DEA), periodo 2014-2018","Arce Coaquira, Ronald Raul","Apaza Mamani, Edson","El presente trabajo de investigación tiene como objetivo determinar el nivel de eficiencia técnica de los recursos públicos en la Universidad Nacional del Altiplano en el periodo 2014-2018, para tal fin se realiza un análisis en dos etapas sobre un total de 350 observaciones, correspondientes a las escuelas profesionales. En la primera etapa, se evalúa el nivel de eficiencia técnica de cada escuela profesional, utilizando la metodología no paramétrica Análisis Envolvente de Datos (DEA-CRS input, DEA-CRS output, DEA-VRS input, DEA-VRS output) propuesto inicialmente por Charnes et al. (1978). Por otra parte, en la segunda etapa, se analizan los determinantes de la eficiencia a través de un análisis de regresión truncada Tobit. Los principales resultados muestran que el grado de ineficiencia promedio mide en 0.65; sin embargo, algunas escuelas profesionales registran eficiencia técnica durante un periodo determinado, las cuales son: odontología, enfermería, ciencias contables, educación secundaria, educación física, educación primaria, educación inicial, trabajo social, sociología, antropología, arte y ciencias físico matemática. Por lo tanto, en su mayoría, las escuelas profesionales de ingeniería y biomédicas son ineficientes. La ineficiencia está determinada por el número de aulas, laboratorios, bibliotecas, número de alumnos matriculados, ratio número de estudiantes por docente, número de docentes, número de docentes nombrados, ratio de docentes varones con respecto a docentes mujeres y el número de personal administrativo. El recurso humano docente nombrado y el número de estudiantes por docente están relacionado positivamente con la eficiencia al nivel de significación del 1%.",Doctoris Scientiae en Economía y Políticas Públicas,Doctorado,2020,Economía y Políticas Públicas,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,"Degradación de la fertilidad química y biológica del suelo por efecto del cultivo intensivo de la papa en Potreropampa, Andahuaylas, Apurímac","Loayza Céspedes, Julio César","Zirena Vilca, Franz","La finalidad del presente trabajo de investigación consistió en conocer las causas de la degradación de la fertilidad química y biológica del suelo por efecto del cultivo intensivo de la papa en Potreropampa, Andahuaylas, Apurímac. Potreropampa se ubica en el nuevo distrito José María Arguedas y se caracteriza por su marcada tendencia al cultivo de papa. El método consistió en determinar la intensidad de siembra de papa, el efecto del monocultivo y la propuesta de alternativas que se podrían implementar para la recuperación de los suelos degradados por el cultivo intensivo de papa. Se aplicó una encuesta sobre la intensidad de siembra de papa aplicado a 28 familias de Potreropampa. Los estudios de suelos se realizaron en el Laboratorio de suelos de la Universidad San Antonio de Abad del Cusco. El 50 % de las familias realizan actividades agrícolas con más de treinta años de actividad y sin rotación de cultivos. El resultado de análisis físico químico hidrodinámico de 12 puntos de referencia indican índices de suelos con degradación de la fertilidad química y biológica por efecto del monocultivo intensivo de papa; encontrándose valores diferenciados en cada muestra con pH promedio de 5,44 o terreno ácido; un CE de 0,093 mmhos/cm a 25°C; CIC promedio de 12,46 meq/100; un C.C promedio de 23,26 %, 23,33 % de H.E y porcentaje de P.M.P de 12,55. Finalmente se propone un Programa para la Recuperación de Suelos Degradados de Potreropampa.","Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",Doctorado,2020,"Ciencia, Tecnología y Medio Ambiente",posgrado
Universidad Nacional del Altiplano,Factores socioeconómicos y ambientales que inciden en la probabilidad de padecer anemia en niños de la Región Puno,"Paredes Vilca, Oscar Junior","Apaza Mamani, Edson","La presente investigación tuvo por objetivo determinar los factores socioeconómicos y ambientales que inciden en la prevalencia de anemia en niños menores de 3 años de la región Puno, para ello se utilizó información de la Encuesta Demográfica y de Salud Familiar correspondiente al año 2017. Por ser la variable de estudio Nivel de Anemia en niños de índole discreta y ordenada, se utilizó modelos econométricos de variable dependiente binaria y ordenada para poder explicarla en función a: características de salubridad del infante y la madre, características socioeconómicas del hogar, acceso a servicios de salud, fuente de consumo de agua y participación en programas sociales. El modelo ordenado explica mejor el nivel de anemia en infantes, así en el ámbito urbano y rural existe mayor probabilidad de ausencia de anemia a mayor edad materna (p<0.01) y hemoglobina materna (p<0.01), en zonas rurales la condición de pobreza (p<0.05) y pertenecer al programa Juntos (p<0.05) influyen sobre la ausencia de anemia de forma inversa y directa respectivamente, mientras tanto familias numerosas (p<0.01) de entornos urbanos tienen menor probabilidad de tener hijos sin anemia, así mismo el consumo de agua de pozo (p<0.01) en Juliaca reduce la probabilidad de ausencia de anemia. Finalmente, los resultados señalan que la anemia infantil no solo es un problema nutricional, por consiguiente, la alta prevalencia en Puno es factible que se deba a factores socioeconómicos y ambientales.",Doctor en Economía y Políticas Públicas,Doctorado,2020,Economía y Políticas Públicas,posgrado
Universidad Nacional del Altiplano,Dolo o culpa en la responsabilidad por mala praxis de los profesionales de la salud,"Deza Colque, René Raúl","Espezúa Salmón, Boris Gilmar","Las conductas que por mala praxis de los profesionales de la salud-médicos, causan daños a la salud o vida de las personas en la generalidad de los casos dan lugar a procesos penales por delitos culposos; sin embargo, muchas veces estas conductas trascienden la negligencia, para dar paso al dolo eventual. El objetivo principal es determinar si resulta necesario la regulación expresa del tipo subjetivo -dolo y culpa en el Código Penal, teniendo en consideración la legislación comparada, con la finalidad de aplicar a los casos en los que los profesionales de la salud incurren en mala praxis. Los objetivos específicos están orientados al análisis de la jurisprudencia del Perú y comparada, así como determinar criterios para la calificación de las conductas por mala praxis de los profesionales de la salud. Se ha desarrollado bajo el enfoque de investigación cualitativa propositiva, se ha utilizado los métodos: dogmático, sistemático, argumentación jurídica, estudio de casos, entre otros. Como resultados, se tiene que, al no haber regulado el contenido del elemento subjetivo del tipo en el Código Penal, resulta necesario la modificación del artículo 12 del Código Penal, describiendo lo que debe entenderse por dolo y culpa. Concluyendo que la jurisprudencia emblemática nacional y comparada ha aplicado el dolo eventual, bajo la teoría volitiva y para la determinación el dolo eventual en las conductas de los profesionales de la salud – médicos que por mala praxis causen daños a la vida o la salud de las personas, debe aplicarse la teoría normativo volitiva.",Doctoris Scientiae en Derecho,Doctorado,2020,Derecho,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,"Sistema de valores e influencia en los estilos de gestión del conflicto - caso Municipalidad Provincial de Puno, período 2017","Flores Chávez, Nilda Mabel","Pineda Quispe, Edgardo","La investigación titulada: Sistema de valores e influencia en los estilos de gestión del conflicto – caso municipalidad provincial de puno, período 2017, tiene por objetivo general: Determinar la influencia del sistema de valores con los estilos de gestión del conflicto –Caso Municipalidad de Puno, período 2017. El método empleado en la investigación es el hipotético-deductivo bajo el enfoque cuantitativo; el tipo de estudio corresponde a una investigación Básica bajo el diseño no experimental de corte transversal; es una investigación de enfoque cuantitativo cuyo nivel o alcance es el correlacional. La población en estudio está conformada por 50 trabajadores y funcionarios de la Municipalidad Provincial de Puno, gestores quienes toman decisiones en la institución. El instrumento utilizado en la recolección de información corresponde al cuestionario escala Likert consistente en 24 items distribuidos entre las dos variables. Para el procesamiento y prueba de hipótesis se empleó el estadígrafo de correlación r de Spearman. Los resultados obtenidos permiten señalar que el 36% de los entrevistados están de acuerdo y totalmente de acuerdo con los valores organizacionales del sentido de pertenencia y motivación, el auto mejora y la auto trascendencia y el 40% de la población investigada está de acuerdo y totalmente de acuerdo con los estilos de gestión de los conflictos como la integración, acomodación o servilismo y el estilo de competencia o dominación. Se concluye demostrando que existe influencia significativa del sistema de valores con los estilos de gestión del conflicto. Caso Municipalidad de Puno, período 2017, con una correlación de Rho de Spearman de - 0,396 equivalente a una correlación negativa débil con un nivel de significancia de α=0.05.",Doctor en Administración,Doctorado,2020,Administración,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Alteración del hábitat y biodiversidad (macrófitos y aves) del Lago Titicaca – Perú ocasionado por el trasvase de agua a Bolivia,"Goyzueta Camacho, Gilmar Gamaliel","Moreno Terrazas, Edmundo Gerardo","Se evaluó la alteración de hábitat y disminución de biodiversidad en el lago Titicaca – Perú ocasionada por el descenso del nivel de agua a causa del trasvase a Bolivia por la compuerta del río Desaguadero. Se utilizó el Índice de Idoneidad del Hábitat (HSI), método de cuadrantes para macrófitos y transectos lineales para aves. Los resultados indican, el HSI establece dependencia entre hábitat y biodiversidad (3,810 msnm). Con lluvia >765 mm (promedio encima de normal) entre 2001 y 2019, se registró, en los últimos 11 años, una cota <3,809 msnm, esto es >1 m de diferencia, atribuyéndose al trasvase de agua a Bolivia desde el 2008. La alteración de hábitat es calificada como mala. En una escala de 0 a 100%, el totoral califica 35, el llachal – totoral 32.5 y el espejo de agua 27. Hay eutrofización del agua con niveles altos de nitratos y fósforo, aumento >10°C de temperatura ambiental en totorales y llachales desecados e impacto negativo al turismo por alteración de paisaje. El descenso de nivel de agua a 3,808.54 m, (diciembre 2019), disminuyó la diversidad de macrófitos y aves del Titicaca, el hábitat totoral, totoral llachal y espejo de agua registran calificación mala, y nulo por pérdida de totorales. Se registró 24 especies de aves en 13 familias, calificación de condición regular (UICN) en la cota 3,809.11 m (abril 2019), y condición escasa en cota 3,808.54 m (diciembre 2019). En conclusión, el trasvase de aguas por la compuerta del río Desaguadero ha causado un impacto en hábitats y biodiversidad en el lago Titicaca.","Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",Doctorado,2020,"Ciencia, Tecnología y Medio Ambiente",posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,"Productividad primaria, desarrollo fenológico y valor nutricional de la totora Schoenoplectus tatora (Kunth) Palla en hábitats perturbados por quema - lago Titicaca","Loza Del Carpio, Alfredo Ludwig","Roque Huanca, Bernardo","Se evaluó el efecto de la quema en totorales del lago Titicaca en la productividad primaria neta aérea (PPNA), el desarrollo fenológico y la calidad nutricional de tallos aéreos de totora. La biomasa en materia verde y seca, la longitud, diámetro, número y peso de inflorescencias fueron evaluadas con cuadrantes de 0.25 m2 entre noviembre y agosto (2015-2018), considerando parcelas con seis tratamientos: totorales quemados durante dos años seguidos, sin quema durante cinco años, de quema reciente, sin quema interanual (al margen del litoral), así como quema reciente y sin quema por dos años (en el litoral más profundo); materia seca, proteína cruda, grasa, ceniza, fibra cruda y carbohidratos totales fueron determinados mediante análisis proximales. Se determinó una biomasa verde estadísticamente superior en totorales no quemados por cinco años (7.41 kg/m2, promedio) y menor producción en totorales quemados por dos años consecutivos (2.42 kg/m2), siendo similar el efecto en biomasa seca, con una correlación importante con la profundidad del lecho en totorales de litoral marginal (r = 0.8) y menor en totorales de zonas profundas (r = 0.6). La cantidad de tallos secos en pie fue menor en totorales con quema frecuente sólo en diciembre y enero, posteriormente fueron similares con los demás tratamientos. Una PPNA superior se dio en totorales sin quema por cinco años (2570 kg/m2) y la menor en totorales quemados por dos años consecutivos (1070 g/m2/año). Totorales de quema frecuente mostraron tallos más pequeños, delgados y menos densos, adelantando su maduración y senescencia; quemas menos intensivas produjeron más inflorescencias que totorales quemados con más frecuencia (183.32 y 111.81 inflorescencias/m2 respectivamente). Mayores niveles de materia seca se propició en culmos de totorales quemados por dos años (26.73%) respecto a sin quema (20.32%), en fibra cruda similarmente (35.66% y 32.18%), en cambio la proteína bruta fue mayor en totorales con menos frecuencia de quema (9.49%) que con quema más frecuente (7.18%). Quemas consecutivas disminuyen la calidad y biomasa de totorales, se propone limitar esta actividad y con fines de manejo realizarlas mínimamente cada tres años por parcela y en épocas de senescencia (agosto).","Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",Doctorado,2020,"Ciencia, Tecnología y Medio Ambiente",posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Protozoarios patógenos en aguas de consumo humano del distrito de Abancay - Apurímac,"Bernilla De La Cruz, Sebastiana Virginia","Roque Huanca, Bernardo","El objetivo de la investigación fue determinar la presencia de protozoarios patógenos en aguas de consumo humano del distrito de Abancay. Evaluándose el agua de captación, Marcamarca, Chinchichaca, Rontoccocha y de distribución en 10 colegios primarios, secundarios y 20 unidades familiares al azar. En época lluviosa y estiaje (febrero –mayo); en 20 litros de agua cada 15 días/4 meses, con sedimento de 200 a 250 ml por muestra, conservadas con formol al 10% y la técnica de Ziehl – Neelsen. Con análisis estadístico probabilístico para muestreo aleatorio simple que determina el porcentaje de positivos y negativos por tipo de protozoario y/o agente encontrado. Aguas de captación fue negativo a protozoarios patógenos, aguas de distribución de unidades familiares se encontró Cyclospora cayetanensis al 3.1%/20 L. Adicionalmente se muestreo espinacas y lechugas de expendio en mercados del distrito de Abancay para determinar hábitos de consumo en la población, encontrándose Giardia duodenalis, Cyclospora cayetanensis mayor a 36 ooquistes y quistes, Entamoeba coli mayor a 26 quistes, protozoarios de vida libre y helmintos de animales menores a 5 huevos y helmintos de humanos mayor a 5 huevos, todos evaluados en 20L de agua respectivamente. Se concluye que el agua distribución de unidades familiares presento Cyclospora cayetanensis, un protista emergente que contribuye significativamente con las Enfermedades de Trasmisión Alimentarias (ETAs) a nivel mundial; con el agravante del consumo crudo de hortalizas como fuente de parásitos representando un riesgo potencial en la presentación de enfermedades por protozoarios en el distrito de Abancay.","Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",Doctorado,2020,"Ciencia, Tecnología y Medio Ambiente",posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Implementación de las políticas públicas y gestión de Gobierno Regional de Puno: 2014-2018,"Mamani Mayta, Rosa Luz","Yapuchura Saico, Cristobal Rufino","La presente tesis trata sobre: implementación de las políticas públicas y gestión de gobierno regional de Puno: 2014-2018. La justificación de esta investigación se da través del análisis y el estudio académico multidisciplinario para analizar la implementación de políticas públicas y la ejecución presupuestal en el cumplimento de las metas en la gestión del Gobierno Regional Puno. El objetivo general de la investigación es analizar la implementación de las políticas públicas en el marco de la modernización del Estado y su influencia en la gestión pública en el gobierno regional de Puno en el periodo 2014 - 2018. El tamaño de la muestra, para análisis de datos y series temporales comprende del año 2014 al año 2018, para lo cual se empleó el método analítico, comparativo, deductivo y descriptivo, como técnica de recolección de datos se invocó al análisis y verificación documental relacionados a la ejecución presupuestaria de SIAF – las evaluaciones de diseño y ejecución presupuestal (EDEP) - MEF para la mejora del gasto público. La gestión o administración pública del gobierno regional Puno, ejecuto gasto de inversión en políticas públicas sociales que no logro coadyuvar a resolver problema público de la pobreza que incrementó, de 32,8% en el 2014 a 34,6% en el 2015 y para los años 2016, 2017 y 2018 el porcentaje de la pobreza no mejoro. La pobreza extrema aumento en 3,5%; El indicador de nutrición en la región Puno en 2014 se registró en 17.9%, para luego bajar a 14.5% en el 2015, persistiendo la desnutrición en 15% año 2018. En educación, lógico matemático incremento en 5.5 puntos, hay un estancamiento en la mejora. la comprensión de texto cayo en 7.3 entre el periodo de 2014 y 2018. en el año 2017 no hubo evaluación censal, por huelga de docentes y fenómeno el niño costero.",Doctoris Scientiae en Economía y Políticas Públicas,Doctorado,2020,Economía y Políticas Públicas,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,El método Blended en el desarrollo de habilidades del idioma inglés en estudiantes universitarios,"Flores Chambilla, Salvador Gerardo","Castro Quispe, Alfredo Carlos","El objetivo de la presente investigación fue determinar el efecto de la aplicación del método Blended en el desarrollo de las habilidades en el idioma ingles en estudiantes universitarios del tercer semestre de la carrera académica profesional de Ingeniería Civil de la Universidad Andina Néstor Cáceres Velásquez de Juliaca. Metodológicamente la investigación es de enfoque cuantitativo, de tipo experimental y de diseño cuasi-experimental. La muestra de estudio estuvo conformada por 80 estudiantes. La sección “A” formó parte del grupo experimental, con 40 estudiantes; la sección “C” formó parte del grupo control, con 40 estudiantes. Para el recojo de datos se utilizó como instrumento la prueba escrita. Los resultados se sustentan en evidencias estadísticas de Diferencias en Diferencias y la prueba estadística Z. El impacto estimado según la técnica Diferencias en Diferencias fue de 3,8875 puntos. El cual es significativo en términos estadísticos en un nivel de 95% de confianza. Esto evidencia que los estudiantes del grupo experimental mejoraron significativamente el nivel de desarrollo de las habilidades en el idioma inglés en un promedio de 3,9 puntos a diferencia de los estudiantes del grupo control. Por lo tanto, se concluye que la aplicación del método Blended tiene un efecto positivo en el desarrollo de las habilidades Listening, Speaking, Reading, Writing en el idioma inglés en estudiantes universitarios del tercer semestre de la carrera académica profesional de Ingeniería Civil de la Universidad Andina Néstor Cáceres Velásquez de Juliaca.",Doctor en Educación,Doctorado,2020,Educación,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Modelo de estrategias digitales en el diseño de un museo virtual para la preservación del patrimonio cultural,"Rojas Enriquez, Hesmeralda","Ibañez Quispe, Vladimiro","Esta investigación presenta un modelo de estrategias digitales que guiaron la construcción de un museo virtual, el cual está compuesto por las fases: i) Recopilación de requisitos y gestión de datos fidedignos; ii) Desarrollo del museo virtual accesible, iii) desarrollo de un ecosistema digital y iv) realizar márketing digital. Para poner a prueba este modelo se ejecutó la construcción de un museo virtual y el despliegue de las estrategias digitales propuestas en el Museo Arqueológico y Antropológico de Apurímac para la Dirección Desconcentrada de Cultura Apurímac. Las conclusiones arribadas fueron: el modelo de estrategias digitales se realizó bajo una comunicación cuidadosamente planificada con especialistas del área y el recojo de información fidedigna de fuentes documentadas, el museo virtual ha sido desarrollado cumpliendo directrices de la WCAG 2.1, las cuales garantizaron su accesibilidad web, se realizó el análisis, diseño, construcción, pruebas y despliegue de un ecosistema digital que incluye el museo virtual, sitio web del museo, sistema de información para mantenimiento del museo virtual bajo las especificaciones de los usuarios, el márketing digital ha estado compuesto por las estrategias de Márketing de contenidos, SEO y SEM que en conjunto han presentado resultados positivos en cuanto a conversiones, tráfico y posicionamiento, y con respecto a la percepción de la organización de las estrategias digitales, se aplicaron las técnicas de grupo de discusión, cuestionario y entrevista, que indican que estas estrategias permiten una mejor comunicación con el ciudadano y son útiles para la generación y desarrollo del modelo de negocio.",Doctoris Scientiae en Ciencias de la Computación,Doctorado,2020,Ciencias de la Computación,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,"Percepciones sobre contaminación ambiental y su relación con las actitudes ambientales de los estudiantes de la Escuela Profesional de Educación Secundaria UNA Puno, 2019","Casa Coila, Manuela Daishy","Mancha Pineda, Estanislao Edgar","La investigación tuvo como objetivo determinar la relación que existe entre las percepciones sobre contaminación ambiental y las actitudes ambientales de los estudiantes de la Escuela Profesional de Educación Secundaria (EPES), UNA-Puno 2019. El estudio fue con enfoque cuantitativo, de tipo no experimental, diseño metodológico correlacional transeccional, que se caracteriza porque comprende recoger datos respecto de cada variable en un solo momento y en un tiempo único, con el propósito de establecer relaciones entre las variables percepciones sobre contaminación ambiental y actitudes ambientales de los estudiantes, la población estuvo conformada por 1160 estudiantes, de estas se tomó una muestra probabilística de 289 estudiantes, a quienes se les aplicó dos instrumentos para la recolección de datos, que fueron el test de percepciones sobre contaminación ambiental (X), cuya fiabilidad fue calculada por medio del Alpha de Cronbach α = 0,841 y una escala de tipo Likert para las actitudes ambientales (Y), cuya fiabilidad fue α = 0,701. Para el análisis de datos se utilizó el modelo estadístico de correlación de Rho de Spearman para hallar el coeficiente de correlación existente (rs) que procesa la relación de las variables de estudio y tomar la decisión correspondiente a la hipótesis general. Los resultados obtenidos evidencian un grado de correlación positiva alta cuyo valor fue: rs = 0.825, entre las variables percepciones sobre contaminación ambiental y actitudes ambientales, que representa el 68%. Concluyendo que existe correlación positiva entre las percepciones sobre contaminación ambiental con las actitudes ambientales de los estudiantes universitarios y que ellos deben asumir una actitud positiva frente a los problemas ambientales, con conciencia ambiental, estilos de vida saludable y actitudes favorables para preservar el medio ambiente, con conciencia ambiental y estilos de vida saludable.",Doctor en Educación,Doctorado,2020,Educación,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Participación de la mujer en la política de la ciudad de Arequipa – 2018,"Valer Hacha, Martha Beatriz","Vera Vera, Eland Dick","El presente trabajo de investigación, tuvo como objetivo general identificar los factores determinantes de la participación de la mujer en la vida política; visto que en la actualidad tiene poca presencia en los espacios de decisión y poder político, de manera específica en la ciudad de Arequipa. Para el desarrollo del presente trabajo de investigación, se ha empleado un universo referencial poblacional de 45 mujeres, las que actualmente vienen participando y ejerciendo cargos políticos como regidoras y una alcaldesa en Arequipa metropolitana. Por tratarse de una población pequeña se consideró a toda la población como muestra de estudio; y la razón de esta decisión responde al interés investigativo y a la naturaleza del problema de investigación. Cabe mencionar que, los datos fueron recogidos de manera directa de los muestreados, utilizando cuestionarios estructurados para tal fin. Al concluir el estudio; apoyado en el análisis factorial tratándose de un estudio multivariado, los resultados de la investigación permitieron identificar cuatro factores determinantes sobre la participación de la mujer en la política; estos factores se hallan distribuidos en los niveles educativo (explicando el 21.916%), sociocultural (explicando el 18.417%), socioeconómico (explicando el 16.026%) y sociopolítico (explicando el 14.392%); compuestos por ítems altamente correlacionados, dado que estos factores son los que determinan preponderantemente para que la mujer participe o no en la política.","Doctor en Ciencias Sociales, Gestión Pública y Desarrollo Territorial",Doctorado,2020,"Ciencias Sociales, Gestión Pública y Desarrollo Territorial",posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Transversalidad de la ética ambiental en la formación universitaria de ingeniería civil en la región Puno,"Hurtado Chávez, Edgar Vidal","Huaquisto Cáceres, Samuel","El ingeniero civil como constructor de infraestructura civil, es quien debe evitar en los procesos constructivos, dañar el entorno natural; por tanto, el estudiante de ingeniería civil debe estudiar la ética ambiental y aplicarla en sus actividades como futuro profesional. El objetivo de la investigación “proponer la transversalidad de la ética ambiental en la formación universitaria de ingeniería civil en las universidades de la región Puno”, se desarrolla bajo un enfoque mixto, siendo el enfoque cuantitativo no experimental, transeccional descriptivo y el enfoque cualitativo de análisis documental con criterios de presencia y pertinencia. Se ha aplicado un cuestionario tipo Escala de Likert a una muestra de 284 estudiantes, cuyo alfa de Cronbach fue de 0.86, y su “validez de constructo” de 86.42%; el cuestionario a docentes y directivos de tipo dicotómico cuya confiabilidad KR20 de 0.874, ha facilitado el análisis documental de la Misión Institucional, Objetivos Estratégicos, Perfil del Egresado y Plan de Estudios. Paralelamente se han realizado las pruebas de hipótesis, aplicando la tabla de contingencia, las pruebas chi cuadrado y V de Cramer, aceptando las hipótesis propuestas y rechazando las nulas. Las conclusiones, de acuerdo a la Escala de evaluación de la ética ambiental, señalan un nivel bajo respecto al conocimiento de la ética ambiental y a la educación ambiental en la formación universitaria, y la aplicación de la enseñanza de la ética ambiental prácticamente es nula, concluyendo con la propuesta de la transversalidad de la ética ambiental en 15 cursos seleccionados con temas de la dimensión ambiental.","Doctoris Scientiae en Ciencia, Tecnología y Medio Ambiente",Doctorado,2020,"Ciencia, Tecnología y Medio Ambiente",posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,La huella del carbono relacionado del consumo del combustible de las unidades de transporte de la Universidad Nacional del Altiplano Puno,"Quispe Zapana, German Roberto","Calumani Blanco, Hector Edy","La presente investigación titulado “La huella del carbono relacionado del consumo del combustible de las unidades de transporte de la Universidad Nacional del Altiplano Puno”, se llevó a cabo en la ciudad Puno, específicamente en las unidades de transporte de esta casa de estudios. El objetivo general fue: Estimar la huella del carbono relacionado al consumo del combustible de las unidades de transporte de la Universidad Nacional del Altiplano Puno. El estudio fue de tipo analítico transversal, con enfoque cuantitativo. La población de estudio estuvo conformada por 134 unidades móviles. Para la recolección de datos de aplicó la técnica de revisión documental y para el cálculo de la huella de carbono la metodología de emisiones de GEIs. La hipótesis a evaluar es: Existe alto porcentaje de huella del carbono relacionado al consumo de combustible de las unidades de transporte de la Universidad Nacional del Altiplano Puno, fue contrastada aplicando el estadístico Coeficiente de Correlación de Pearson. Los resultados revelan que en el periodo de un año las 11 unidades móviles destinadas para las actividades de la dirección, producen 10,579 Tn de huella de carbono, de los cuales 97,9% de CO2 se emite a la atmosfera; las 28 unidades que se encuentran destinadas para el servicio diario, generan 79,327 Tn de huella de carbono, de este total el 91,6% de CO2 se emite a la atmosfera y de las 95 unidades móviles utilizados por los docentes y administrativos que producen 92,657 Tn de huella de carbono, 79,3% de CO2 se emite a la atmósfera. Se concluye, el total de las unidades móviles que se utilizan en las actividades diarias en la Universidad Nacional del Altiplano Puno, generan 182,56 Tn de huella de carbono y a la atmósfera se emite un alto porcentaje (77,2%) de CO2; por tanto, el alto porcentaje de huella de carbono presenta una correlación positiva (r=0,879) con el consumo de combustibles utilizados por la dirección, servicio diario, docentes y personal administrativo.",Doctoris Scientiae en Economía y Desarrollo Sostenible,Doctorado,2020,Economía y Desarrollo Sostenible,posgrado
Universidad Nacional del Altiplano. Repositorio Institucional,Análisis económico para la implementación del manejo de residuos sólidos por medio de la segregación en la Municipalidad Provincial de Tambopata Madre de Dios,"Roque Guizada, Cesar Elias","Gutierrez Alberoni, Jose Dante","La presente investigación busca analizar la factibilidad económica en la implementación del manejo de los RRSS por medio de la segregación en la Municipalidad Provincial de Tambopata, a través de herramientas que permitan diagnosticar y diseñar una propuesta real en la fuente de recolección selectiva de RRSS de los domicilios ubicados en la ciudad de Puerto Maldonado. Para realizar un análisis coherente de la investigación, planteamos el objetivo general, determinar si la implementación del manejo de residuos sólidos por segregación en la ciudad de Puerto Maldonado es económicamente factible. En la realización de la investigación se utilizó la metodología que tiene un enfoque cualitativo y cuantitativo, y es de tipo transaccional cuasi-experimental, pues recolectamos datos en un solo instante, en un solo tiempo. El objetivo del presente trabajo es describir las variables y analizar su incidencia e interrelación en un momento determinado. Los resultados obtenidos en la presente investigación son que, a partir de una población de 58,728 habitantes, se genera una producción por habitante de 0.403 kg/hab/día y además la generación de los residuos no domiciliarios (tiendas habituales, restaurantes, alojamiento, hoteles, farmacias, farmacias, instituciones educativas, aperturas de calles, mercados) es de un total de 7,21 toneladas/día. La generación de utilidades por la segregación de RRSS reciclables durante el período 2016 es de 408,105.62 Nuevos soles a un precio de 192.45 por tonelada respondiendo a una demanda insatisfecha de 2,120.58 toneladas/año, lo que nos da viabilidad económica con la evaluación realizada del VAN con un resultado de 273,177.10, la TIR no resultó en 33%, el B/C con un resultado de 1.55 y con un retorno de inversión de 2.4 años. En conclusión, podemos manifestar que es factible económicamente la realización de un proyecto de reciclaje por medio de la segregación en la ciudad de Puerto Maldonado.",Doctoris Scientiae en Economía y Desarrollo Sostenible,Doctorado,2020,Economía y Desarrollo Sostenible,posgrado
